"Internal ID","NS
Status","Site Scope","Instruction Date","Project 
ID 
","Site ID","MBNL Site ID","VF Site ID","TEF Site ID","KTL Project Name","Project Comments","Client 
Priority","Drawing Priority/Status","Site Type","Structure Owner","Design Blocker Start","Design Blocked Close","Blocker 
Status","Blocker Owner","Blocker Reason","Blocker Comments","Survey Supplier","Surveyor","Survey 
RAG","Survey 
Revison","Survey Permit 
Number","RAMS
(A)","Survey
(F)","Survey (A)","DRONE SURVEY DATE (F)","Drone Survey (A)","RMSV DATE (F)","RMSV(A)","SURVEY / DESIGN HANDOVER INFORMATION","Survey 
Approved","Survey Uploaded
to Clients Tools","SURVEY INFORMATION COMMENTS","Survey Comments","Survey Blocker Comments","Survey Abort Comments","GA Supplier","GA Instruction 
Type","CAD provided to 
3rd party 
supplier","GA
(F)","GA 
Rev","GA Designer","GA Status","GA Action","GA Design Notes","GA Issued Client (A)","GA Approved Client (A)","GA Issued Operator (A)","GA Approved Operator (A)","DD Supplier","Dependency 
RAG","Dependency
Owner","Remaining Dependencies
(auto updates at 23:00)","Dependency Notes","DD Status","DD Action","DD Design Notes","DD
Rev","Dependency
Clear","DD
(F)","Dependency
(F)","DD Issued Client (A)","DD Designer","DD Approved Client (A)","DD Issued to Operator (A)","DD Approved to Operator (A)"
"30198","In Progress","Acquisition & Design","07/10/2024","12525528","66189","","83534","10596","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Peter Barrett","","","","F","24/10/2024","24/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","28/10/24-VG-Survey & photos, received. 
24/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","22/11/2024","1A","Sikandar Iqbal","Approved","1A issued to BTEE","27/12/24 LS: GA Approved by CS
25/11/24 SI: GA REV 1A approved with amends by CS and issued to BTEE
22/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
21/11/24 SI: Redlines on 1st draft of GA REV 1A shared with Emfyser
15/11/24 SI: GA Instructed with CAD file","22/11/2024","25/11/2024","25/11/2024","27/12/2024","Emfyser","","Reece V Belkum","046 Structural review","3/3/2025 - RVB - GDC Fail in uprights, connections, deflection. Need to check with FLI if they can look into strengthening designs , not sure if delfection can be sttrengthened
12/2/2025 - RVB - GDC WIP (FLI) 
11/2/2025 - RVB - Level 2 GDC pending cost approval + Electrical review WIP","To be instructed","","12/02/25 - DM - CB instructed to progress.","","F","30/06/2025","","","","01/01/1900","01/01/1900",""
"30199","In Progress","Acquisition & Design","07/10/2024","13621431","91649","","77739","2414","ICSS","ICSS","F","P2","Greenfield","","","","","","","13/11/24 SI: MiMo CR-017667 approved by BTEE on MiMo weekly call. 
08/11/24 SI: ***Change Request CR-017667*** raised for MiMo changed.","KTL (Internal)","Theodore Mante","","","","F","19/10/2024","19/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","28/10/24-VG-Survey & photos, received.
19/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","15/11/2024","1A","Sikandar Iqbal","Approved","1A approved by CS & BTEE","26/11/24 SI: BTEE Approved GA REV 1A
19/11/24 SI: GA REV 1A approved with amends by CS and issued to BTEE.
15/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
13/11/24 SI: Redlines on GA REV 1A draft 1 shared with Emfyser.
13/11/24 SI: MiMo CR-017667 approved by BTEE on MiMo weekly call. 
08/11/24 SI: GA instructed without CAD file","15/11/2024","19/11/2024","19/11/2024","26/11/2024","Emfyser","Amber","Reece V Belkum","006 Electrical Calculations / Design,046 Structural review,029 Trial Dig,013 GDC Re-Run","17/3/2025 - RVB - GDC Fail in FD OT, Bearing & Headframe. BDC RFQ to be followed by GDC re-run with new Headframe
28/2/2025 - RVB - Swann GDC WIP with assumed depth + kentlege as no solid BDC reports available. + ID:0002432 HALO tickt rasied for electrical 
28/2/2025 - RVB - Checking with CS if they can verify the 1.05m depth was pre or post kentledge install + Concession required for Power share
13/2/2025 - RVB - L2 GDC WIP (Swann) + Electrical WIP
9/2/2025 - RVB - Order form partially completed due to Siterra being down + Electrical WIP
5/2/2025 - RVB - L2 GDC RFQ + Electrical WIP","To be instructed","","GDC F/C 5/3/25","","F","30/04/2025","15/05/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30200","In Progress","Acquisition & Design","07/10/2024","13697262","68018","","43","53","ICSS","ICSS","F","P2","Greenfield","","20/01/2025","","Delayed","CS","Awaiting PO","GDC L2 (FLI)
23/01/25 JK -/JV to have a seperate char before agreeing costs
21/01/25- Pending cost approval with CS","KTL (Internal)","Chris Padfield","","","","F","08/11/2024","11/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","11/111/24-VG-Survey and photos, received. Available on SharePoint.","","","","Emfyser","GA (Existing + Proposed Pages)","T","13/12/2024","1A","Sikandar Iqbal","Approved","1A approved by CS & BTEE","27/12/24 SI: BTEE approved GA REV 1A
16/12/24 SI: GA REV 1A approved by CS and uploaded on BT ST.
11/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core).
09/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
04/12/24 SI: GA instructed with CAD file and email sent to BT for Power Resilience Solution.","11/12/2024","13/12/2024","16/12/2024","27/12/2024","Emfyser","","Reece V Belkum","011 GDC L2,026 Structural Calcs","30/1/2025 - RVB - Pending GDC cost approval + Electrical WIP
18/01/2025 - RVB - Power Resilience Solution: Potential Commercial - Check Required + Pending GDC cost approval (FLI), potentially need new steelwork for antennas, stubs encased","To be instructed","21/01/25 - DM - MM to monitor forecast with RVB","","","F","27/06/2025","11/11/2025","","","01/01/1900","01/01/1900",""
"30201","In Progress","Acquisition & Design","08/10/2024","14586323","96570","","NA","7168","ICSS","ICSS","F","P2","Greenfield","","20/01/2025","","Delayed","CS","Awaiting PO","GDC L2 (FLI)
23/01 - JK/JV to have a seperate chat before agreeing cost.
21/01/25- Pending cost approval with CS","KTL (Internal)","Leighton Davis","","","","F","06/11/2024","01/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","04/11/24-VG-Survey and photos, received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","06/12/2024","2A","Sikandar Iqbal","Approved","2A approved by CS & BTEE","***UNIQUE SITE***
06/01/25 SI: GA 2A approved by BTEE. 
10/12/24 SI: GA 2A approved by CS and uploaded on BT ST. 
09/12/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core) 
09/12/24 SI: Minor correction need and it corrected in house. 
06/12/24 SI:  GA REV 1A is rejected by CS. 
05/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
03/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
23/11/24 SI: GA Instructed without CAD file","05/12/2024","10/12/2024","10/12/2024","06/01/2025","Emfyser","Amber","Reece V Belkum","011 GDC L2,046 Structural review","3/3/2025 - RVB - Pending GDC cost approval
22/1/2025 - RVB - GDC pending cost approval 
18/1/2025 - RVB - FLI GDC pending cost approval + Electrical WIP","To be instructed","Aw Cost Approval","05/02/2025: Pending Cost Approval FLI GDC","","F","30/04/2025","11/11/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30314","In Progress","Acquisition & Design","22/08/2024","13593247","11164","","11164_45","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30315","In Progress","Acquisition & Design","22/08/2024","13594225","11200","","11200_33","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30316","In Progress","Acquisition & Design","22/08/2024","13612034","1861","","1861_51","","Beacon 4","B4","F","","Rooftop","","13/11/2024","","Delayed","CORNERSTONE","ICNIRP","13/11/24 ICNIRP Review email request sent to ukfunc.mailboxicnirpukndc@vodafone.com","","INS","","","","F","20/10/2024","20/10/2024","20/10/2024","20/10/2024","13/11/2024","13/11/2024","","F","F","","13/11/2024 BO: ICNIRP review required for proposed tilt restrictions  as drawn up with RP during RMSV. Review request sent. GA holding date added accordingly.","","","Emfyser","ICNIRP Review then GA only","F","01/01/2126","","","On-Hold","","13/11/2024 BO: GA can only be instructed once ICNIRP review is completed.","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30317","In Progress","Acquisition & Design","22/08/2024","13619536","23062","","23062_41","","Beacon 4","B4","F","","Rooftop","","09/12/2024","","Delayed","","ICNIRP","10/12/2024 BO: EMF Review required.","","INS","","","","F","21/10/2024","21/10/2024","21/10/2024","21/10/2024","09/12/2024","09/12/2024","","F","F","","","","","Emfyser","GA (Existing + Proposed Pages)","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30318","In Progress","Acquisition & Design","22/08/2024","13619635","23065","","23065_62","23065","Beacon 4","B4","F","","Rooftop","","13/01/2025","","Delayed","Cornerstone/Vodafone","ICNIRP","15/01/2025 BO: EMF review email sent.","","","","","","F","","01/01/1900","04/11/2024","04/11/2024","13/01/2025","13/01/2025","DS REVISIT 11/02/25 - COMPLETED","F","F","","15/01/2025 BO: EMF review email sent.","","","","","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","30/05/2025","","","","","",""
"30319","In Progress","Acquisition & Design","22/08/2024","13619833","23067","","23067_49","23067","Beacon 4","B4","F","","Rooftop","","13/01/2025","","Delayed","Cornerstone/Vodafone","ICNIRP","15/01/2025 BO: Awaiting EMF review, email sent to RP today.","","","","","","F","","01/01/1900","12/11/2024","12/11/2024","13/01/2025","13/01/2025","","F","F","","15/01/2025 BO: Awaiting EMF review, email sent to RP today.","","","","","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","15/01/2025 BO: Awaiting EMF review, email sent to RP today.","On-Hold","","","","F","30/05/2025","","","","","",""
"30320","In Progress","Acquisition & Design","22/08/2024","13632643","32185","","32185_51","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","","","01/01/1900","Ghosting as seen below

Could be due to various reasons (exposure settings, non standard mission planner - heights of orbits etc)","F","F","DS part complete 03/10. Drone completed - Ground completed bar electrical intake locked basement needs full electrical survey.","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30321","In Progress","Acquisition & Design","22/08/2024","13637432","33229","","33229_32","","Beacon 4","B4","F","","Rooftop","","","","","","","","","INS","","","","F","21/10/2024","21/10/2024","21/10/2024","21/10/2024","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30322","In Progress","Acquisition & Design","22/08/2024","13649735","365vf","","365_52","365","Beacon 4","B4","F","","Rooftop","","12/02/2025","18/03/2025","Cleared","SSD IN","","18/03/25 - SSD RECEIEVED FROM CS
12/02/25 - SSD AWAITED FROM CS","","INS","","","","F","23/10/2024","23/10/2024","23/10/2024","23/10/2024","09/12/2024","09/12/2024","","F","F","","","","","Emfyser","GA (Existing + Proposed Pages)","F","24/01/2025","2A","Sikandar Iqbal","Approved","2A approved by CS & VF","12/02/25 SI: GA REv 2A approved by VF. 
27/01/25 SI: GA REv 2A approved by CS. 
24/01/25 SI: GA REV 1A is amended and REV 2A ready issue. Uploaded to CS SP(ISL)
24/01/25 SI: GA REV 1A is ready issue. Uploaded to CS SP(ISL)
23/01/25 SI: Redlines on GA REV1A is shared with Emfyser. 
09/01/2025 -VG- GA Rev 1A, received. 
07/01/2025: 1A instructed to CAD","24/01/2025","27/01/2025","27/01/2025","12/02/2025","","Amber","Reece V Belkum","036 ICNIRP,006 Electrical Calculations / Design,046 Structural review,047 Design Survey Document Review","26/2/2025 - RVB - Calcs mitigation fail recommending new bracings, bracket and extended plinths . Is a suitable solution? Lukasz to advise
19/2/2025 - RVB - Structural calcs WIP + Electrical on hold pending DD
18/2/2025 - RVB - Structural calcs RFQ + Electrical WIP. Steelwork details found in BHOPs","To be instructed","","26/2/2025 - RVB - Calcs mitigation fail recommending new bracings, bracket and extended plinths . Is a suitable solution? Lukasz to advise
19/2/2025 - RVB - Structural calcs WIP + Electrical on hold pending DD

SSD PENDING FROM CS FOR DD INSTRUCTION","","F","01/01/2040","20/04/2025","","Khurram Shahzad","","",""
"30323","In Progress","Acquisition & Design","22/08/2024","13662135","403","","403_57","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","DS TO BE RESCHEDULED FROM 11/03 AS SP AGENT LOOKING FOR FEE TO ACCESS THAT IS NOT APPLICABLE.  INS TO PUSH BACK","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30324","In Progress","Acquisition & Design","22/08/2024","13674329","44834","","44834_38","","Beacon 4","B4","F","","Rooftop","","25/11/2024","","Delayed","CORNERSTONE","ICNIRP","25/11/2024 BO: ICNIRP review email sent.","","INS","","","","F","11/10/2024","11/10/2024","11/10/2024","11/10/2024","","01/01/1900","","F","F","","","","","","","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30325","In Progress","Acquisition & Design","22/08/2024","13702635","6094","","6094_47","","Beacon 4","B4","F","","Rooftop","","","","","","","","","INS","","","","F","24/10/2024","24/10/2024","24/10/2024","24/10/2024","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30326","In Progress","Acquisition & Design","22/08/2024","13703535","6113","","6113_50","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","","","","","","","","On-Hold","","","","F","","","","","","",""
"30327","On Hold","Acquisition & Design","22/08/2024","13711926","76804","","76804_19","76804","Beacon 4","B4","F","","Rooftop","","09/12/2024","","Blocked","CORNERSTONE","Site Removed from Scope","10/12/2024 BO: B4 cancelled on this site (indefinite hold). Existing rooftop site not feasible to upgrade, site to be relocated to SW or GF nearby.","","INS","","","","F","21/10/2024","21/10/2024","21/10/2024","21/10/2024","09/12/2024","09/12/2024","","F","F","","10/12/2024 BO: B4 cancelled on this site (indefinite hold). Existing rooftop site not feasible to upgrade, site to be relocated to SW or GF nearby.","","","","","F","01/01/2126","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","30/05/2025","","","","","",""
"30328","In Progress","Acquisition & Design","22/08/2024","13723328","78359","","78359_26","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30329","In Progress","Acquisition & Design","22/08/2024","13723923","78367vf","","78367_27","36737","Beacon 4","B4","F","","Rooftop","","05/11/2024","21/02/2025","Cleared","CORNERSTONE","ICNIRP","ICNIRP - BEN O CONFIRMED GA CAN PROCEED @21/02

12/12/24 - CS confirmed as unblocked as PD FY 24/25 is MS11 Actual


Please note we drone surveyed site 09/10 and completed RMSV 30/10

Before design is commenced, seeking confirmation if a new drone survey/RMSV need done as existing drone survey completed is potentially invalid given the PD status.

  


05/11/24 ICNIRP Review email request sent to ukfunc.mailboxicnirpukndc@vodafone.com.                                 build start date in the past for previous upgrade. LL supply. Look at access for build","","INS","","","","F","09/10/2024","09/10/2024","09/10/2024","09/10/2024","30/10/2024","30/10/2024","","F","F","","","","","Emfyser","GA (Existing + Proposed Pages)","T","14/03/2025","1A","Sikandar Iqbal","Issued Pending Approval","1A approved by CS (Amends)","14/03/25 DA: GA REV 1A Approved (Amends) by CS - 504 - Design Dependencies: Structural calcs will be required for the swapping of antennas on existing poles and additional RRUs on support pole. 
 13/03/25 SI: GA REV 1A issued to CS. Uploaded to CS SP(ISL)
11/03/25 SI: Redlines on GA REV1A draft 1 is shared with Emfyser
04/03/25 SI: GA instructed with CAD file","13/03/2025","14/03/2025","14/03/2025","01/01/1900","Emfyser","","","","50/11/2024 BO: ICNIRP review email sent due to PEZ clash with O2 stadium Sectors B & C.

14/03/25 DA: GA REV 1A Approved (Amends) by CS - 504 - Design Dependencies: Structural calcs will be required for the swapping of antennas on existing poles and additional RRUs on support pole.","On-Hold","","","","F","","","","","","",""
"30330","In Progress","Acquisition & Design","22/08/2024","13727133","78591","","78591_32","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30331","On Hold","Acquisition & Design","22/08/2024","13773729","1792","","1792_48","","Beacon 4","B4","F","","Rooftop","","23/10/2024","","Blocked","CORNERSTONE","Project Clash","FY24/25","","","","","","F","","01/01/1900","01/01/2126","","","01/01/1900","","F","F","","","","","","","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30332","In Progress","Acquisition & Design","22/08/2024","13852432","1603","","1603_46","","Beacon 4","B4","F","","Rooftop","","","","","","","","","","","","","F","","01/01/1900","","01/01/1900","","01/01/1900","","F","F","","","","","","","F","","","","","","","","01/01/1900","01/01/1900","01/01/1900","","","","","","On-Hold","","","","F","","","","","","",""
"30333","In Progress","Acquisition & Design","22/08/2024","14346534","339","","339_51","","Beacon 4","B4","F","","Rooftop","","08/11/2024","","Delayed","CORNERSTONE","ICNIRP","08/11/24 ICNIRP Review email request sent to ukfunc.mailboxicnirpukndc@vodafone.com & RP David Johnson.                                                                                             ICNIRP issues. LL supply, old INS site","","INS","","","","F","22/10/2024","22/10/2024","22/10/2024","22/10/2024","08/11/2024","08/11/2024","","F","F","","","","","Emfyser","GA (Existing + Proposed Pages)","F","01/01/2126","","","On-Hold","","","","01/01/1900","01/01/1900","01/01/1900","","","","","08/11/2024 BO: ICNIRP review email sent for confirmation of PEZ issues Sector A.
08/11/2024 BO: ICNIRP review required. Confirm sector A bearings due to PEZ fail. Confirm OLO presence for MULTI or VM lobes.","On-Hold","","","","F","","","","","","",""
